FID,ID,X,Y,Z,Z2,Cluster,Edge,Z_Value,Z_Value99,Z_Value90,Z_Value90_50,Z_Value95,Z2_Value,Z2_Value90,Z2_Value90_50,X_Value,X_Value90,X_Value95,Y_Value90,X_2x,X_11x,X_1x,X_09x,X_01x,X_2x_5c,X_11x_5c,X_1x_5c,X_09x_5c,X_01x_5c,X_180_1000,X_200_1111,X_190_1056,X_150_1000,X_200_1333,X_175_1167,X_100_1000,X_200_2000,X_150_1500,X_50_1000,X_200_4000,X_125_2500,X_120_1000,X_200_1667,X_160_1333,X_110_1000,X_200_1818,X_155_1409,X_90_1000,X_200_2222,X_145_1611,X_70_1000,X_200_2857,X_135_1929,X_80_1000,X_200_2500,X_140_1750,X_60_1000,X_200_3333,X_130_2167,X_40_1000,Y_8_200,X_200_5000,Y_40_1000,X_120_3000,Y_24_600,X_30_1000,Y_6_200,X_200_6667,Y_40_1333,X_115_3833,Y_23_767,X_20_1000,Y_4_200,X_200_10000,Y_40_2000,X_110_5500,Y_22_1100,X_10_1000,Y_2_200,X_200_20000,Y_40_4000,X_105_10500,Y_21_2100,X_200_1200,Y_40_160,X_200_800,Y_40_240,X_200_1400,Y_40_120,X_200_600,Y_40_280,X_200_1600,Y_40_80,X_200_400,Y_40_320,X_120_1200,Y_16_160,X_80_800,Y_24_240,X_140_1400,Y_12_120,X_60_600,Y_28_280,X_160_1600,Y_8_80,X_40_400,Y_32_320,X_12_1200,Y_2_160,X_8_800,Y_2_240,X_14_1400,Y_1_120,X_6_600,Y_3_280,X_16_1600,Y_1_80,X_4_400,Y_3_320,X_200_1300,Y_40_260,X_200_1500,Y_40_300,X_200_1100,Y_40_220,X_200_900,Y_40_180,X_200_700,Y_40_140,X_200_500,Y_40_100,X_13_1300,Y_3_260,X_15_1500,Y_3_300,X_11_1100,Y_2_220,X_9_900,Y_2_180,X_7_700,Y_1_140,X_5_500,Y_1_100,X_200_1000,Y_40_200,X_17_1700,X_18_1800,X_19_1900,X_20_2000,X_30_3000
58,59,505.7818733,297.9966573,2.066214482,3.844249917,7,1,10,10,3.6,3.6,5.18,2.119974239,0.278,0.278,779.9297172,744,671,251,1940.038529,1113.168552,1065.717408,940.3504005,-5.188431928,1974.843517,1099.005869,1037.131692,921.9183237,138.2839806,985.6806344,1112.200221,987.5688845,881.1902398,1553.528672,1125.548831,996.2836633,1657.702584,1596.384285,939.6908292,4068.331088,2422.204816,1124.882368,1758.627166,1230.600214,925.3155505,1787.742704,1745.421627,1038.902749,1874.087969,1795.962286,922.9389249,2452.053583,2130.51726,837.7093161,2567.893394,1884.745427,953.0983932,3410.623943,2167.41821,1038.297997,192.0586149,4703.60135,933.3076449,2972.678361,574.0825364,991.4810532,191.9058319,6619.416232,1283.769075,3947.632908,782.2234392,1016.61339,195.0312076,10000.03495,2000.115146,5482.723616,1128.267246,989.9088747,198.0504567,20084.39914,3993.172022,10581.15409,2140.979556,1508.323053,167.454886,789.7970167,205.937448,1497.62587,37.26719138,415.4707168,258.5363979,1571.787336,96.63329625,465.3274673,241.8796817,1014.591299,183.4721405,892.5593984,218.7034082,1343.876896,103.7228509,609.4205029,347.1595475,1901.311032,78.44860259,471.8328207,332.2885234,1188.634508,157.0060386,790.7741737,241.4435348,1403.423029,120.8166485,601.0572302,273.2998952,1596.492117,80.2048736,399.3959669,321.8789832,1301.196898,296.5645016,1143.870492,277.8770868,937.0021542,308.4281952,798.8213878,152.5470332,446.730402,124.7870591,320.0156409,130.1592959,1279.726184,264.5473362,1517.960576,296.4058785,1113.769751,213.141542,913.6493288,177.2723013,698.5742289,139.696043,496.0893384,100.1984057,1053.232128,187.9743348,1700.298985,1795.279836,1905.175299,1997.378809,2994.651191
59,60,501.7168483,304.9677551,1.951941381,2.321833263,7,0,10,10,3.6,3.6,5.18,17.0880083,0.278,0.278,752.9427815,744,671,251,2041.24119,1138.427901,1054.401757,905.7626572,165.7008382,2054.297197,1183.756445,1038.836092,994.9007689,25.33151448,750.1165702,1237.908041,839.8871864,1006.197417,1260.230971,1035.641681,1058.875899,1975.870606,1677.064544,954.5836175,4020.962826,2404.688602,916.2073594,1718.69447,1451.819238,973.2838511,2056.413199,1567.387924,1082.396068,1629.24795,1543.011176,970.7734444,2665.032423,2286.377814,958.7656386,2566.647564,1877.106134,1046.588764,3507.912715,1994.319041,983.2892058,208.3280249,4966.707522,1021.986719,2991.667975,599.0832705,968.9380019,203.0351627,6892.195109,1347.669806,3866.397936,762.962377,1008.542451,202.8694709,10043.91713,2001.569489,5493.629766,1111.380085,1008.497416,198.0490144,19980.28674,3982.195968,10510.7291,2098.135121,1147.877238,146.657808,676.2082419,232.1562136,1366.146337,45.46983802,790.9431886,262.1428756,1340.953559,75.24904879,784.2729356,289.2495688,1138.491076,160.4421253,647.5975963,227.5579335,1531.721682,115.1013491,627.4464893,259.2638662,1867.330754,81.49859651,301.9128659,321.0793173,1194.719375,164.5729731,778.0793996,236.9180173,1390.475838,120.963376,611.7152259,281.3582306,1574.027386,79.28147353,393.3218669,320.5290066,1177.204466,244.8655296,1242.425468,325.6296715,1390.52104,148.9780754,1059.925841,193.327804,674.5967804,96.75346689,93.85046942,130.2944784,1304.455679,253.809586,1488.080205,299.1890959,1090.563139,222.1377921,897.3070461,183.4764114,692.826094,142.1897025,488.7907063,99.42117632,775.0845953,217.8351186,1701.048494,1813.919774,1883.681845,2015.926748,3026.435385
60,61,501.4078088,298.808529,2.007072272,1.590259385,7,0,10,10,3.6,3.6,5.18,0.500035059,0.278,0.278,797.4645476,744,671,251,2017.616792,1059.83584,1037.394173,932.3171902,114.4797203,2062.692034,1155.610835,1050.101672,930.2029623,50.52592423,1133.553794,1142.829101,1205.105665,1107.984438,1359.75193,1278.008781,1103.687513,2034.886798,1673.888623,930.0144858,3884.740371,2439.548561,910.7691801,1704.707305,1318.682825,951.7444575,2079.460989,1099.094077,998.1922734,2427.50001,1523.501531,857.755379,2987.880925,1964.214954,906.1520354,2564.16802,2095.644453,951.8562404,3330.284055,2214.218364,950.2730642,194.5112755,5086.006513,1030.351075,2948.841107,561.3407902,984.5823581,201.4276747,6158.025034,1318.008995,3727.19732,749.6772199,985.7538518,199.1226335,10321.63663,2051.605903,5218.007338,1080.641932,1011.738319,201.776265,19987.96888,3994.738649,10483.26295,2078.483608,1113.273881,231.6358698,869.2872071,257.1035475,1627.591428,212.1818534,661.9518183,277.9534449,1382.845972,128.1935749,93.65350919,253.5414247,1207.617608,178.4262293,779.6167351,199.3157522,1543.707055,144.9271073,647.110369,305.1257898,1512.09499,75.79346791,421.5392975,334.6490934,1200.998172,159.6712052,795.6127199,240.8467735,1392.34198,120.0658316,599.301576,278.2205847,1574.0567,80.40545705,393.8324258,318.2253049,1384.886477,243.1113242,1666.777448,275.1291288,979.167085,170.2764384,759.723759,130.4096198,717.478316,201.0192535,-19.95614619,130.8944115,1302.51589,258.1364712,1514.792404,304.087719,1106.325857,220.4764038,882.6641121,181.2657247,697.8368735,140.363918,506.3046884,98.29158616,855.2808538,208.0021853,1688.257912,1764.442574,1903.226214,1996.821657,2957.152323
61,62,498.6031172,300.8749981,1.877493594,1.980967104,7,0,10,10,3.6,3.6,5.18,0.251446723,0.278,0.278,765.2677377,744,671,251,1907.012314,1217.201425,1075.160272,884.374998,143.8508425,1923.472127,1129.797617,1134.073318,832.761191,60.84505224,1032.124052,912.1152516,1234.108719,1308.010317,1259.465478,1294.55015,1025.335276,1992.700606,1731.563638,1005.519687,3775.272246,2754.230874,1043.949581,1650.723056,1093.781516,796.1369214,1886.819163,1401.503851,1059.549713,2462.704716,1772.011342,1045.462746,2917.687495,1959.813669,881.1203866,2402.411681,1884.043251,975.9369613,3322.390796,2065.458395,1029.812043,201.2674188,4852.643122,985.9294167,2854.447627,586.186375,1017.00007,200.453817,6522.500532,1336.609819,3620.001735,759.1544313,996.2197346,196.3374749,9894.361543,2023.502929,5436.298881,1117.627544,1012.115208,197.75343,20173.97547,4021.960062,10585.07267,2109.451324,1467.440576,184.1619745,578.5696297,279.9526199,1721.359687,36.74133073,511.1153637,271.7910149,1760.54452,73.63889111,226.8975299,336.7977633,1250.730017,170.8863994,697.6291133,256.6533437,1370.206667,117.3567376,588.3006756,333.701119,1694.644082,89.70806838,313.0641956,316.1232932,1176.822381,155.1784949,811.2133591,240.9073392,1413.160428,119.2506284,605.3669492,274.6760317,1581.651858,80.18276779,394.0366921,318.7061891,1183.792888,218.8188359,1564.205256,326.4986942,1239.449604,222.8359097,736.1172588,125.6174708,804.3649459,123.6224464,469.9871239,98.92347912,1306.262422,258.8714507,1499.106218,302.0715063,1079.14319,222.0688639,895.4553609,178.7668493,687.1085256,141.4455934,502.7366285,100.7031118,965.1513277,201.6679256,1659.945376,1789.7908,1931.577103,1964.881334,2975.414263
62,63,495.9446575,301.9009077,2.188329653,0.171850341,7,1,10,10,3.6,3.6,5.18,0.219416821,0.278,0.278,801.2525637,744,671,251,2055.496314,1022.619736,1160.656049,926.8509585,25.97163416,2070.658504,1042.495832,1109.034652,832.2699328,190.4357537,670.7206124,1206.97594,961.7797317,972.2135506,1591.175815,1380.818743,951.3439684,1964.281308,1613.984651,1020.894934,3865.324225,2426.213124,1173.392485,1517.845194,1323.373469,1009.794502,1550.246781,1745.533745,923.6431474,1986.257558,1502.978721,1009.043136,2956.410939,2069.235294,1002.027341,2327.810001,1606.439227,967.2203152,3364.456427,2267.447069,944.8353171,192.3557102,5117.75044,966.6864896,3109.136963,573.9781549,970.442766,204.459826,6637.349298,1333.091316,3705.467816,771.1692962,975.86421,202.569962,9999.753508,1992.850316,5327.692236,1125.637682,989.6993588,199.3165177,20382.27067,4019.389211,10353.28493,2039.102857,994.5041355,90.53080148,739.6662592,224.7926527,1661.392214,92.18632043,454.9981864,196.6666685,1427.883498,172.7473423,652.1296041,282.3546713,1183.820939,185.8877536,745.0524214,224.7889474,1844.868753,101.0835246,723.3797028,282.4099905,1460.767014,75.65769852,355.04879,386.3401256,1189.85744,159.1379133,796.3555229,239.6806534,1409.575994,118.8561188,596.462626,278.5705691,1593.671484,78.67866192,403.4663532,322.3696495,1644.17174,164.7755814,1432.19287,306.3957252,1113.199349,248.7488738,624.6953532,193.3618718,862.9350639,61.85937238,483.81174,156.7486408,1277.910261,259.6039383,1508.7907,299.4611379,1104.007527,216.9841521,907.6497342,174.6182542,705.6569901,140.1119118,501.6404089,100.8808452,1034.144403,230.273031,1723.447194,1791.394469,1928.092873,2013.121215,3032.649275
63,64,1059.386305,88.95212279,0.286646956,4.18814514,0,0,0.66723366,0.66723366,0.66723366,0.66723366,0.66723366,6.39244991,6.39244991,6.39244991,1103.908909,1103.908909,1103.908909,88.95212279,1242.169789,1112.194063,865.5897865,821.1136031,1059.911606,807.0404369,882.6296149,947.8962089,1115.09266,1278.031638,529.453526,987.8243337,944.6468145,798.0727992,1239.895289,765.1361264,1008.12094,1388.400128,892.9032677,671.8874074,811.8102141,969.5677948,923.2260847,1151.483286,825.919666,975.3542382,881.7045369,1213.194114,598.5285372,1001.787192,1288.195178,844.1628446,806.8110865,862.2738802,1034.326473,1217.725695,1029.795799,1007.106471,1080.882185,975.4406708,912.4097277,200.2569996,584.1239241,215.6128089,1033.279491,190.3279595,957.4563447,165.0265871,1171.37831,200.9213344,822.2796032,209.4215064,548.2155192,181.6181936,977.9585928,196.7061644,1274.778118,178.0714365,1331.289825,194.3525028,1067.795144,111.9102357,820.3917261,153.1895982,656.1544514,228.8318474,863.2272585,268.7512626,598.5005666,192.3087094,876.6330705,271.0985142,750.1084177,173.2390268,1137.786547,220.8408159,1190.954201,94.84071175,964.9890103,225.1592536,821.2275065,171.4937038,927.7863549,195.5495197,877.3450877,190.9878624,1010.989603,144.6052485,1073.055273,241.612415,630.4971068,268.4846925,698.246249,165.6902254,955.7657822,224.3928354,853.6706718,278.2418053,959.203535,238.7218401,1272.366059,208.8445263,933.5577303,230.2400349,1165.30617,244.6584634,1099.940421,164.0129136,1150.002568,191.4806714,1268.628839,228.3074529,624.9946988,184.2779201,1065.128225,156.8684725,1119.235139,213.7601395,1290.922319,216.4623346,649.9820096,177.550583,1053.153671,210.2852882,961.9420658,229.0420269,1119.235139,1119.235139,1119.235139,1119.235139,1119.235139
64,65,991.8729515,294.1637105,1.880949327,3.951437019,4,1,10,10,3.6,3.6,5.18,4.488765128,1.775829763,1,1179.472729,1000,1000,251,1986.967954,1066.267861,1059.590688,911.4176839,196.3478251,1038.675321,825.796853,1087.111418,766.7227075,709.805356,1081.439671,670.3955371,937.9715214,898.3086112,1041.464354,1171.8782,683.1129666,661.1519676,842.6770026,1043.815473,1337.934339,1063.5187,1159.21535,1014.302508,1275.034411,749.6909536,973.1518589,691.726616,913.2124153,787.8754955,908.8136664,1142.168725,858.1720901,545.8157948,1231.266719,1077.80066,818.1748388,1115.75927,1006.583808,880.1584758,1463.997897,181.9672824,1163.651861,165.7827718,1164.822793,195.7050272,851.5490476,152.2746342,1059.117082,185.97232,1199.617309,163.8888197,1180.274883,207.4342697,942.8549697,184.2542321,1072.552386,231.8137946,703.935395,244.6656703,802.9411262,208.6547635,1564.613081,235.7131996,1054.745346,206.1615763,994.7723666,211.148349,1013.273299,207.0230949,687.8552769,208.7733619,912.3744991,206.4880293,978.9127094,149.4623705,1041.05972,203.4441308,985.2472525,149.4529504,1088.6854,187.8781731,855.4354292,203.2238434,1000.139152,175.5059516,1020.450046,199.821184,968.6264462,174.469718,1133.393786,212.7498689,529.4441078,216.6378449,978.6943938,176.9919743,1079.010768,180.6533458,1000.129815,151.1977369,682.6561732,139.0335381,928.4448031,247.2192996,1386.304495,159.426751,1204.76362,180.4725269,779.3937729,225.2973336,1276.536045,184.2427601,1059.818614,268.3113663,914.8144461,208.7067924,928.6577913,287.8203255,1103.897101,225.6877571,970.3337736,165.0873176,1170.536522,117.7928218,934.4302493,260.6897476,928.6577913,928.6577913,928.6577913,928.6577913,928.6577913
65,66,993.0139638,305.8907221,1.958670977,0.44166579,4,0,10,10,3.6,3.6,5.18,1.141320923,1.775829763,1,1093.047799,1000,1000,251,2005.4344,1052.049229,1147.801546,844.9504313,150.5508294,1489.215483,1061.573707,1083.178527,1012.075088,1277.812527,991.171521,1144.952643,891.4480284,1045.512366,1487.978851,923.8739869,1242.160002,980.9014934,1112.900735,1000.948711,1188.967974,599.5515456,1062.398227,582.5785542,1234.693941,1183.272348,644.4933633,1069.704112,1084.604418,1076.370973,839.0391047,1098.933184,855.9457355,1062.867476,495.5798593,715.5260726,1068.10034,1090.180852,679.6924558,934.9663096,1117.381708,206.3592949,1129.560363,235.8594157,1228.70692,197.9560433,1098.201101,262.985635,1168.507584,195.672638,959.7506208,177.3178558,1263.580587,212.7950589,1210.476345,182.4414336,923.6721978,226.6127834,1032.056215,223.5579645,1064.409054,175.2992605,1222.468825,235.3853063,827.9261759,194.7070799,1310.276694,139.6173654,1109.393609,211.970576,842.0398475,164.1592301,601.6534862,235.8600525,1057.762186,291.9059381,1043.412683,195.9608309,1282.265764,258.4015336,1003.076259,184.347522,1336.363055,219.4687995,943.7312699,173.0914758,1528.200553,228.7208193,1060.378299,184.0238763,1013.776614,146.4238512,1028.446454,148.3920845,904.9429959,144.2531703,703.8663603,178.7415959,1254.399737,188.3457097,797.4270014,138.8562432,1172.252191,150.8989788,1016.788043,199.1244525,1208.353377,221.8949617,800.6779635,126.5062855,703.8362485,128.8051965,750.4809115,159.5756149,1176.781124,187.6709995,636.4154845,242.6258075,1292.596535,193.0030702,1124.11458,249.0010024,1094.271185,215.0780349,1188.685019,192.3618299,636.4154845,636.4154845,636.4154845,636.4154845,636.4154845
66,67,981.9298681,294.1652304,2.182586924,1.792814613,4,0,10,10,3.6,3.6,5.18,0.262464879,1.775829763,1,1046.653055,1000,1000,251,2062.434977,1158.792263,1092.355427,908.8380338,36.55550249,1055.164257,916.8067212,1192.317281,890.0729632,840.0899417,819.652119,790.8380342,893.3923184,975.020175,754.3681163,976.2178473,1146.582504,1237.026474,861.9601395,639.2589788,869.739835,741.1989509,911.5273068,1093.290275,929.5220765,650.4247953,810.1648175,964.970557,1321.748929,700.0765851,844.953312,685.9691502,818.998708,1299.095871,1069.746576,1062.717295,1055.98975,1006.781716,1173.18704,1333.04538,1053.764614,186.2556686,948.6645538,167.066854,1527.753284,227.7897252,1067.530977,218.186157,695.1834084,217.7047815,761.3478834,226.4357269,799.6709852,193.0930383,1022.486709,152.9724014,959.3535272,130.4305075,1078.004827,202.2971155,1072.041956,221.1640749,1091.792641,161.68628,1199.95927,142.4732144,1002.271264,233.472323,1178.946621,249.6093828,1196.00189,160.4370011,1222.349152,198.4543681,1054.45242,218.9801474,1112.183032,162.9486095,917.4714656,243.9000555,857.614495,185.8004883,1081.500375,190.6706985,866.0821909,216.8194042,1035.508075,212.6204365,1195.161674,161.5029693,948.3390443,154.3669595,750.9736738,253.9276723,1148.622802,199.6171357,1049.447237,202.7950354,922.3070346,209.5678076,947.1066418,225.0354194,1231.43821,270.9617898,923.570453,315.6432662,976.3431645,192.5909507,1102.971482,190.2602302,807.0618858,188.9957266,1131.204226,146.2228843,848.8795521,239.9906737,1122.127382,224.4016029,1128.897146,174.4033178,1153.343294,214.2610158,916.9701254,181.4201499,1386.754578,136.898125,1122.127382,1122.127382,1122.127382,1122.127382,1122.127382
67,68,975.0623059,299.5311521,2.021350039,1.426979895,4,0,10,10,3.6,3.6,5.18,0.579718712,1.775829763,1,1138.249048,1000,1000,251,2070.546074,1085.309945,1154.765852,857.4573812,49.21579531,1278.819886,1259.797629,1348.416104,988.1490995,1139.775961,923.4819956,1043.064219,1207.967187,947.5621641,1002.172882,863.6334945,977.0154757,1226.061257,1402.112979,1148.500231,939.9736957,896.3581551,1152.4083,1026.844266,1138.688665,969.1164798,895.4092289,1003.894377,1125.827784,1259.86596,861.748278,1171.399735,1099.805827,1046.695506,761.3955465,1193.289681,911.025052,1012.084798,1000.749897,1276.405479,931.5768748,255.7047902,1217.008022,198.8478563,1139.361684,223.7865076,917.4122853,207.4248831,1266.319057,174.6952654,773.1201043,195.68508,1207.893736,223.5027607,1147.180435,197.537907,850.7184299,203.6221117,942.4604349,196.1655998,771.5579051,213.0850064,1511.449795,178.885658,980.3411584,108.0269921,826.1810104,159.2057824,708.6573269,190.9472476,684.8881282,110.4598838,961.709216,197.9518691,835.5952715,208.523992,889.4975194,226.8671767,774.2013322,214.3451053,752.9110961,186.7437993,928.6147541,105.7704153,1144.592325,236.6139822,614.3048153,194.4237325,1368.353372,188.9590463,1240.047858,250.2418816,954.9915534,185.5041408,844.5352339,233.9054469,941.6049299,184.3758634,1138.915467,227.4308456,1206.937476,151.9202505,1069.776088,146.8093056,950.2303595,238.4475731,1322.683117,186.1057508,993.8588741,168.0727068,814.4360601,192.1078141,838.8751223,210.4844077,1298.643242,161.1830813,1013.132132,237.7219085,802.9848244,192.0454997,560.2664983,195.0225815,787.9063915,211.4547617,943.8770992,181.9446792,1013.132132,1013.132132,1013.132132,1013.132132,1013.132132
68,69,982.7888611,299.6372014,1.794082247,1.714961875,4,1,10,10,3.6,3.6,5.18,3.8757497,1.775829763,1,1068.35153,1000,1000,251,2044.463009,1086.403101,1130.734578,957.7548999,189.8996927,1051.565899,1430.874322,835.2528433,1510.027215,722.0761304,1202.963767,1003.729954,1267.590334,1114.933472,836.9947401,1113.60874,1456.023873,1148.048303,924.5733125,801.1516702,809.9239564,1513.596428,1028.143543,810.4212481,1141.686038,1119.440846,1060.314657,718.5096108,482.2987955,1209.903755,1071.083175,686.0204433,1321.277404,1286.814951,848.2955183,1137.411214,1208.783327,1238.90544,1065.378011,829.377982,805.1764061,153.5729283,1048.068454,214.8148845,1001.73798,155.9143418,881.8140559,150.9149075,1228.541749,178.4145949,1038.829056,172.46021,1021.164556,233.7506277,1126.956775,206.7273491,1071.683253,248.2212021,926.3521233,272.7795692,1187.013198,205.554746,848.1135935,220.1553784,835.365566,196.1884977,1067.72801,162.80132,1038.501607,209.0453167,1398.590045,216.8311653,1560.999793,183.5430521,925.2463937,226.0407056,1041.616657,188.3489846,844.2355852,173.7713821,805.8236048,122.9502284,923.5021899,250.2302099,1481.797,237.4758661,1082.02208,231.0658726,1170.574244,135.2579182,1439.943908,197.1091177,937.2942815,169.3534409,871.6242864,221.7772853,1008.746601,217.6947479,898.9936723,260.4517458,874.2179973,131.9372351,1175.706929,182.4244762,874.2424994,180.4067147,1003.71436,200.6401318,954.7446051,269.7617878,956.3560266,197.0562689,972.0100395,138.6929752,382.6927373,202.7072335,1182.616044,226.7060004,1025.447047,261.0095004,859.2998385,227.9645032,927.5941217,214.7541612,1085.893706,227.6684497,1182.616044,1182.616044,1182.616044,1182.616044,1182.616044
69,70,607.024287,195.3811912,1.755316353,2.383534642,0,0,2.62697223,2.62697223,2.62697223,2.62697223,2.62697223,1.337404235,1.337404235,1.337404235,723.2646472,723.2646472,723.2646472,195.3811912,852.7753522,592.7288162,807.9537338,896.8541496,1120.137906,825.4229421,1363.741306,1203.661247,980.3606586,1130.517998,1083.591513,1064.609256,1507.766653,1254.330689,1044.038444,708.7574967,841.3767371,983.8301931,1042.107928,593.3796081,1266.313771,1273.522257,986.5387503,1015.276831,1148.538838,906.4422866,1325.966885,1417.573942,1148.52861,994.1053793,958.2341454,984.3644924,1062.825787,1164.136535,842.178508,1185.535104,980.697036,1139.282391,813.0375087,1070.090073,1054.88878,248.6691155,1508.251479,146.3044235,626.3862016,257.7065451,570.632291,166.9578286,891.437305,186.1475307,1197.344838,269.9360711,1016.065379,169.2917606,951.0940974,244.7592225,1083.192911,195.2774101,921.0412694,163.6378439,875.6974852,174.8766867,845.7398088,204.202056,765.6881019,224.0563077,1100.205462,137.039094,1023.287283,170.1340658,718.5030919,178.4712292,1248.693351,242.9540195,1080.789612,180.1848285,830.9926032,188.5982585,1117.558747,169.1980977,1173.367963,234.0895575,616.8225509,214.7737638,859.9907049,141.727118,994.1828297,176.9633785,1318.916128,220.2795935,1060.729317,227.8138962,1238.685024,256.2531128,978.5568936,87.57656812,1159.383307,253.9738628,806.3665501,181.465023,1109.371232,153.3218565,950.2336859,176.1153152,1346.911802,147.6273067,1127.93195,156.1885629,1233.549616,214.4474266,1111.210614,214.7528812,842.3772319,187.5302563,718.1322072,189.8347747,1069.756905,236.4542749,857.7196435,207.3327641,856.4212698,251.51409,874.9302898,229.9346128,728.4073656,221.1441311,1069.756905,1069.756905,1069.756905,1069.756905,1069.756905
70,71,1489.888436,302.955137,1.803840339,0.313838241,1,1,10,10,3.6,3.6,5.18,0.16414011,3.6,3.6,2040.920643,1256,1329,251,1887.260089,1094.568167,1065.938026,901.1984346,91.74998441,1905.454776,1041.984297,1058.78034,930.4488692,63.27271887,851.1205529,811.9597334,1060.222851,872.235924,1387.008199,1317.621097,905.0087841,2291.07908,1647.208395,1052.035319,3963.228753,2489.28109,984.9593392,1607.377918,1326.555759,972.689485,1592.058994,1407.14352,873.0308126,1988.65732,1646.303105,1031.448081,2791.138897,1816.277437,1039.473054,2577.006708,1718.664633,970.7866986,2852.353117,2261.851028,1044.931188,198.5922228,4903.789001,999.2944905,3195.57982,602.5917205,992.8076533,191.8494837,6869.865658,1352.982229,3758.932447,777.3812554,961.8090991,198.6272558,10326.5439,1969.566735,5610.362336,1093.110197,982.461598,202.565055,19913.18935,3965.572585,10519.93413,2098.991531,1019.188503,199.8198717,632.1317351,210.3753809,1399.238529,16.62354183,681.6037862,261.3679388,1643.154632,111.6757102,299.3480488,329.3063941,1296.151803,149.1468098,757.6882338,271.0726615,1373.116021,121.9624568,651.9345018,268.0987672,1598.609972,81.97817491,366.055514,295.4021606,1204.461311,159.9232909,799.4911485,238.9276972,1354.694114,120.892033,602.6281332,278.4541003,1615.187366,78.40620294,397.7800503,317.3525974,1617.602822,279.7021805,1593.737147,275.2262286,1353.072852,149.7250907,1011.872817,168.2263719,553.1430857,120.7930484,645.7170292,137.9556802,1300.820886,261.2923265,1485.252485,309.3682722,1092.51232,219.8183706,889.6734858,177.8645773,709.5262991,140.4457462,498.6016256,99.64513148,1454.570015,246.6475013,1693.161544,1812.721187,1886.588584,2018.570041,2957.149627
71,72,1513.551315,302.7939584,1.953343587,1.214238937,1,0,10,10,3.6,3.6,5.18,0.525569055,3.6,3.6,2068.797708,1256,1329,251,1996.904094,1053.909345,1115.864065,924.1852265,107.5617127,2164.723212,1035.978481,1116.062101,895.9207765,104.8353233,1202.768642,1205.191299,1070.789834,1021.788301,1351.523176,1361.03947,1019.506932,1977.798296,1507.670752,947.7215946,4109.297438,2438.424515,785.9538697,1715.842752,1296.082636,1076.794506,1956.47964,1260.324536,916.7392313,2183.658234,1397.993423,1045.488573,2580.943056,1953.570796,1042.039017,2373.79278,1612.030326,971.3932506,3081.509064,2257.970739,1010.07364,189.6806043,4843.872825,1013.110899,3015.699362,592.8412463,1013.328622,201.0573515,6895.464629,1375.522154,3959.615796,786.5777849,1012.954025,200.7030772,10213.55264,1976.052272,5613.87686,1062.791939,996.3906468,200.8497404,20221.76064,3930.736987,10543.89382,2099.582388,1141.798195,190.745163,710.5748962,212.2745228,1283.274782,145.8868085,577.7730908,306.1898698,1522.961823,25.98859447,523.445181,326.0411579,1344.988539,128.810492,808.542575,258.6035542,1367.322451,118.6898071,661.819384,285.6390879,1591.508989,69.065398,390.2752663,382.3342226,1218.094432,159.2187046,812.7981762,242.2235243,1410.652415,119.1866533,596.3137136,278.3555635,1614.478164,80.23496939,396.8871074,318.1263904,1227.315948,201.3610285,1522.666461,294.9313988,866.0970257,267.2929501,897.8348642,226.6373771,511.8254817,119.6754482,613.1292028,125.0010634,1313.942061,258.6671013,1479.556205,295.8387932,1101.163327,219.7944428,886.4137414,178.133312,693.7735011,138.8096614,506.9100745,98.89391194,700.8506083,150.3830526,1683.40219,1764.861967,1894.884458,1997.762743,3028.282147
72,73,1502.154439,297.6738736,2.205619859,0.38591335,1,0,10,10,3.6,3.6,5.18,0.805999754,3.6,3.6,2055.031343,1256,1329,251,2063.709491,1075.38145,1101.629265,872.2910333,32.81337487,1978.871526,1056.937853,1123.965067,907.9579089,131.4404556,839.0193776,1084.679857,1178.13966,777.6983477,969.0226983,1160.236179,960.4445652,2140.147321,1611.75727,1023.192289,4310.156459,2516.096574,1086.78128,1687.315962,1248.182743,1085.734999,1815.386151,1658.49271,1013.422067,2143.65085,1671.1119,945.8542576,3027.447482,2071.261031,1011.107093,2229.440221,1793.920691,965.8636233,3194.719174,2068.668222,1102.273418,211.8710136,5158.655714,950.8366346,2865.713556,613.6357712,1023.202126,197.8860349,6497.599736,1358.318447,3983.326248,769.4549039,1006.127274,194.6786366,9909.508267,2008.717207,5656.618606,1106.319618,1004.856169,199.4461641,20112.71006,3996.8438,10407.95658,2119.212603,1396.561482,184.4275438,501.8712962,251.0946603,1036.579863,149.0210319,273.3895591,304.4261361,1603.314505,-1.060299419,482.8365949,342.2076895,1160.483234,162.0456958,832.9516889,214.3305714,1348.216831,109.6337083,561.991331,247.6833983,1729.748017,84.15970195,412.6870501,324.8765739,1187.890967,162.2284593,804.2355214,238.1332467,1406.123227,118.0014128,597.1298966,277.5966999,1598.235078,80.60031383,402.0512637,326.5292722,1213.174831,271.4450652,1444.332843,317.3894511,1096.788432,174.0159471,599.5415134,166.6890326,652.8866486,185.9367556,236.9945693,119.2403812,1307.794595,261.4055613,1506.272096,305.9591076,1081.35989,219.6350089,894.7503321,179.1422231,701.3345301,139.5872557,491.5477906,100.1906447,892.8384091,235.7426752,1711.589884,1813.696572,1929.37219,1986.552395,2951.363022
